acc_x,speed_x_km,time,acc_y,speed_y_km,speed,label,timestamp
0.03327632,-12.7239,325,0.11367929,-193.8476,194,1,3582691
-0.22959101,-13.5505,326,-0.10512054,-194.2261,195,1,3582692
-0.79392034,-13.5505,326,-0.63910246,-194.2261,195,1,3582692
-2.1317067,-21.2246,327,-0.17987406,-194.8736,196,1,3582693
-0.13802409,-21.7215,328,-2.230793,-202.9045,204,1,3582694
-0.14283764,-21.7215,328,-1.1858808,-202.9045,204,1,3582694
0.75733423,-18.9951,329,-2.1079898,-210.4932,211,1,3582695
-0.77616525,-18.9951,329,-1.1982596,-210.4932,211,1,3582695
-1.1612391,-23.1755,330,-1.4512749,-215.7178,217,1,3582696
1.8775132,-23.1755,330,-1.6843388,-215.7178,217,1,3582696
-0.40335584,-24.6276,331,1.7624311,-209.3731,211,1,3582697
-1.0212126,-24.6276,331,-0.64289236,-209.3731,211,1,3582697
-4.132884,-39.5060,332,-0.6582699,-211.7428,215,1,3582698
-0.76016724,-39.5060,332,-1.832976,-211.7428,215,1,3582698
0.46249104,-37.8410,333,-0.7457055,-214.4274,218,1,3582699
-0.1512425,-37.8410,333,-0.1226386,-214.4274,218,1,3582699
-0.25500977,-38.7591,334,-0.1275203,-214.8864,218,1,3582700
0.0700711,-38.5068,335,1.0922694,-210.9543,214,1,3582701
0.15912509,-38.5068,335,0.2587824,-210.9543,214,1,3582701
2.656983,-28.9417,336,0.8603537,-207.8570,210,1,3582702
2.293672,-28.9417,336,0.73089564,-207.8570,210,1,3582702
2.688769,-19.2621,337,0.46490353,-206.1834,207,1,3582703
1.6111219,-19.2621,337,0.9809047,-206.1834,207,1,3582703
0.721323,-16.6654,338,-0.33775914,-207.3993,208,1,3582704
0.31857443,-16.6654,338,0.4239304,-207.3993,208,1,3582704
0.69312954,-14.1701,339,-2.7989378,-217.4755,218,1,3582705
-0.21645105,-14.1701,339,0.024738789,-217.4755,218,1,3582705
-0.07964182,-14.4568,340,-1.2203465,-221.8687,222,1,3582706
-0.8228947,-14.4568,340,-0.28863788,-221.8687,222,1,3582706
-0.13472211,-14.9418,341,-0.2884462,-222.9071,223,1,3582707
0.6213541,-12.7049,342,-0.32766283,-224.0867,224,1,3582708
-1.6350422,-12.7049,342,-2.5873497,-224.0867,224,1,3582708
0.24022841,-11.8401,343,0.38272274,-222.7089,223,1,3582709
-0.8767742,-11.8401,343,-0.30071902,-222.7089,223,1,3582709
-0.81094086,-14.7595,344,-1.2618679,-227.2516,228,1,3582710
-2.0436354,-14.7595,344,-1.1122255,-227.2516,228,1,3582710
1.2393471,-10.2978,345,-0.6341217,-229.5345,230,1,3582711
-2.1032097,-10.2978,345,-0.6771042,-229.5345,230,1,3582711
-0.07398689,-10.5642,346,-0.27256483,-230.5157,231,1,3582712
1.687256,-10.5642,346,0.27948594,-230.5157,231,1,3582712
0.27068686,-9.5897,347,-1.2850161,-235.1418,235,1,3582713
0.74431884,-6.9102,348,-2.0448718,-242.5033,243,1,3582714
-0.9082899,-6.9102,348,0.18301105,-242.5033,243,1,3582714
0.2746637,-5.9214,349,-0.9442871,-245.9027,246,1,3582715
1.0803035,-5.9214,349,0.09053773,-245.9027,246,1,3582715
0.44243324,-4.3286,350,-2.865262,-256.2177,256,1,3582716
-2.4326262,-4.3286,350,-2.767308,-256.2177,256,1,3582716
0.095905304,-3.9834,351,-1.2895522,-260.8601,261,1,3582717
-0.18058956,-3.9834,351,-1.3548367,-260.8601,261,1,3582717
1.503847,1.4305,352,-1.03234,-264.5765,265,1,3582718
0.38709497,1.4305,352,-1.4691037,-264.5765,265,1,3582718
0.46721208,3.1125,353,-0.06760459,-264.8199,265,1,3582719
1.1119741,3.1125,353,-1.5536978,-264.8199,265,1,3582719
-1.8746217,-3.6362,354,-1.9523187,-271.8482,272,1,3582720
-1.0229613,-7.3188,355,-0.3722722,-273.1884,273,1,3582721
-2.6206374,-7.3188,355,-0.5814907,-273.1884,273,1,3582721
-2.5373418,-16.4533,356,-0.44893068,-274.8045,275,1,3582722
-1.3408017,-16.4533,356,-0.82255244,-274.8045,275,1,3582722
1.1215992,-12.4155,357,-0.49263585,-276.5780,277,1,3582723
1.7415748,-12.4155,357,0.28610545,-276.5780,277,1,3582723
0.98204637,-8.8802,358,-1.3993248,-281.6156,282,1,3582724
1.8138313,-8.8802,358,0.81883454,-281.6156,282,1,3582724
2.1204162,-1.2467,359,-0.45053342,-283.2375,283,1,3582725
0.16343641,-1.2467,359,0.43126863,-283.2375,283,1,3582725
1.8237695,5.3189,360,-1.0413496,-286.9864,287,1,3582726
0.54845893,5.3189,360,0.31304127,-286.9864,287,1,3582726
2.106614,12.9027,361,-1.0269823,-290.6835,291,1,3582727
0.905247,16.1616,362,-1.7595754,-297.0180,297,1,3582728
1.9354334,16.1616,362,0.17136176,-297.0180,297,1,3582728
3.0449154,27.1233,363,0.29576588,-295.9532,297,1,3582729
0.8684206,27.1233,363,-1.7495296,-295.9532,297,1,3582729
2.8959172,37.5486,364,1.3878925,-290.9568,293,1,3582730
1.1625085,37.5486,364,0.37146586,-290.9568,293,1,3582730
-1.6584026,31.5784,365,0.94669855,-287.5487,289,1,3582731
0.48800373,31.5784,365,1.7217187,-287.5487,289,1,3582731
-1.0176659,27.9148,366,0.88525283,-284.3618,286,1,3582732
-1.2369227,27.9148,366,1.2428155,-284.3618,286,1,3582732
-0.6333225,25.6348,367,-0.7226298,-286.9633,288,1,3582733
0.29845142,25.6348,367,2.2356534,-286.9633,288,1,3582733
-0.5878875,23.5184,368,2.0932622,-279.4275,280,1,3582734
1.0161066,27.1764,369,1.5612222,-273.8071,275,1,3582735
-0.12118673,27.1764,369,0.1693965,-273.8071,275,1,3582735
-0.9642198,23.7052,370,-0.45318812,-275.4386,276,1,3582736
-2.10175,23.7052,370,-1.648972,-275.4386,276,1,3582736
0.8055947,26.6053,371,-0.9021375,-278.6863,280,1,3582737
2.2659605,26.6053,371,-1.4713093,-278.6863,280,1,3582737
-0.71838677,24.0192,372,-1.7770917,-285.0838,286,1,3582738
-0.21787393,24.0192,372,-1.9406888,-285.0838,286,1,3582738
-0.11733985,23.5967,373,-1.9531553,-292.1152,293,1,3582739
-0.20770228,23.5967,373,-2.8459878,-292.1152,293,1,3582739
-0.10226655,23.2286,374,0.8698586,-288.9837,290,1,3582740
1.1346183,27.3132,375,0.74755144,-286.2925,288,1,3582741
-0.18964338,27.3132,375,0.90790194,-286.2925,288,1,3582741
0.70075464,29.8359,376,1.284071,-281.6698,283,1,3582742
0.16123104,29.8359,376,1.1041489,-281.6698,283,1,3582742
0.38565588,31.2243,377,1.4680084,-276.3850,278,1,3582743
-0.51662314,31.2243,377,0.9040269,-276.3850,278,1,3582743
-0.08095384,30.9328,378,0.49769723,-274.5933,276,1,3582744
0.31715298,30.9328,378,1.0626588,-274.5933,276,1,3582744
0.49131417,32.7016,379,1.7273169,-268.3750,270,1,3582745
0.43867004,32.7016,379,-0.68166953,-268.3750,270,1,3582745
-0.9761225,29.1875,380,0.19017062,-267.6903,269,1,3582746
-3.6517944,29.1875,380,-0.99950767,-267.6903,269,1,3582746
-1.4700775,23.8953,381,0.001742035,-267.6841,269,1,3582747
-0.58805263,21.7783,382,0.99766743,-264.0925,265,1,3582748
-1.8043447,21.7783,382,-0.3059104,-264.0925,265,1,3582748
-1.0563986,17.9752,383,0.8817526,-260.9182,262,1,3582749
-0.6122472,17.9752,383,-1.7505277,-260.9182,262,1,3582749
-1.4447061,12.7743,384,-0.34677193,-262.1665,262,1,3582750
-1.4783028,12.7743,384,-0.26156592,-262.1665,262,1,3582750
0.6234211,15.0186,385,0.38815093,-260.7692,261,1,3582751
-0.23264754,15.0186,385,-1.1027895,-260.7692,261,1,3582751
-0.5370897,13.0851,386,-0.30483514,-261.8666,262,1,3582752
-0.49872613,13.0851,386,-0.41771793,-261.8666,262,1,3582752
1.150864,17.2282,387,-0.11172935,-262.2688,263,1,3582753
0.1074723,17.2282,387,-0.5047503,-262.2688,263,1,3582753
-0.8326191,14.2308,388,-0.20447794,-263.0049,263,1,3582754
-2.4302146,5.4820,389,-3.1602771,-274.3819,274,1,3582755
1.9324774,5.4820,389,0.073471665,-274.3819,274,1,3582755
1.2269734,9.8991,390,0.15767837,-273.8143,274,1,3582756
-0.8713553,9.8991,390,-0.3979276,-273.8143,274,1,3582756
1.3222538,14.6592,391,-2.0427089,-281.1681,282,1,3582757
0.5552912,14.6592,391,0.30719534,-281.1681,282,1,3582757
0.63624275,16.9497,392,0.8267425,-278.1918,279,1,3582758
0.117442966,16.9497,392,0.30748764,-278.1918,279,1,3582758
-0.6650233,14.5556,393,-2.536031,-287.3215,288,1,3582759
-0.8947369,14.5556,393,0.42971182,-287.3215,288,1,3582759
0.48207593,16.2911,394,0.15357505,-286.7686,287,1,3582760
-0.5078242,16.2911,394,0.54503703,-286.7686,287,1,3582760
1.2051915,20.6298,395,-0.4990442,-288.5652,289,1,3582761
-1.1508532,16.4867,396,-0.72685254,-291.1819,292,1,3582762
-0.44805777,16.4867,396,0.42537573,-291.1819,292,1,3582762
-1.1948255,12.1853,397,0.26879558,-290.2142,290,1,3582763
0.22745836,12.1853,397,-0.050431192,-290.2142,290,1,3582763
0.9581765,15.6347,398,1.1174123,-286.1915,287,1,3582764
0.5572423,15.6347,398,-1.0074586,-286.1915,287,1,3582764
-0.45268786,14.0051,399,-1.3135023,-290.9201,291,1,3582765
0.07476652,14.0051,399,-0.17200379,-290.9201,291,1,3582765
-0.113220334,13.5975,400,1.850325,-284.2589,285,1,3582766
0.85401237,13.5975,400,0.40861845,-284.2589,285,1,3582766
-1.5237477,8.1120,401,-0.003768742,-284.2725,284,1,3582767
-0.43849683,6.5334,402,-0.27819264,-285.2740,285,1,3582768
0.40513933,6.5334,402,-0.5953199,-285.2740,285,1,3582768
-0.07666528,6.2574,403,-0.68525594,-287.7409,288,1,3582769
-0.42821336,6.2574,403,-0.5062046,-287.7409,288,1,3582769
0.77742124,9.0561,404,-0.592228,-289.8729,290,1,3582770
0.63510966,9.0561,404,1.2856597,-289.8729,290,1,3582770
0.029513597,9.1624,405,0.6656641,-287.4766,288,1,3582771
-1.1812735,9.1624,405,0.4698587,-287.4766,288,1,3582771
-0.8413522,6.1335,406,2.458023,-278.6277,279,1,3582772
-0.9565152,6.1335,406,0.9717101,-278.6277,279,1,3582772
0.9123528,9.4180,407,-0.7151752,-281.2023,281,1,3582773
-0.7218658,9.4180,407,-0.037596643,-281.2023,281,1,3582773
1.8782642,16.1797,408,0.11670315,-280.7822,281,1,3582774
0.069129705,16.4286,409,1.4951698,-275.3996,276,1,3582775
-0.30557394,16.4286,409,-0.23133272,-275.3996,276,1,3582775
-0.47796,14.7079,410,0.55618566,-273.3973,274,1,3582776
0.42849803,14.7079,410,-0.4617567,-273.3973,274,1,3582776
-0.67293465,12.2854,411,-1.0872225,-277.3113,278,1,3582777
-0.5126487,12.2854,411,0.29796648,-277.3113,278,1,3582777
0.45535088,13.9246,412,-0.9627704,-280.7773,281,1,3582778
-0.47423017,13.9246,412,-1.3929006,-280.7773,281,1,3582778
-0.45978022,12.2694,413,-1.4692869,-286.0667,286,1,3582779
-0.22302544,12.2694,413,-1.3543774,-286.0667,286,1,3582779
-1.0316378,8.5555,414,-0.36958033,-287.3972,288,1,3582780
0.54381895,8.5555,414,0.31823707,-287.3972,288,1,3582780
1.2783573,13.1576,415,2.7906985,-277.3507,278,1,3582781
-0.4428122,11.5635,416,1.8444101,-270.7108,271,1,3582782
1.836803,11.5635,416,2.940623,-270.7108,271,1,3582782
-0.442299,9.9712,417,1.8476584,-264.0592,264,1,3582783
-0.7507992,9.9712,417,0.76247936,-264.0592,264,1,3582783
-0.7923492,7.1188,418,0.95108724,-260.6353,261,1,3582784
0.885093,7.1188,418,-0.8465764,-260.6353,261,1,3582784
0.86842394,10.2451,419,1.1516722,-256.4893,257,1,3582785
0.21034074,10.2451,419,0.69006795,-256.4893,257,1,3582785
0.4496529,11.8638,420,0.021067977,-256.4134,257,1,3582786
-0.4204346,11.8638,420,-0.95638794,-256.4134,257,1,3582786
0.65499306,14.2218,421,0.38857633,-255.0146,255,1,3582787
0.03318715,14.2218,421,0.76446,-255.0146,255,1,3582787
1.9984956,21.4164,422,-0.17513865,-255.6451,257,1,3582788
-0.20861888,20.6654,423,-1.2249291,-260.0548,261,1,3582789
-0.24356604,20.6654,423,0.29847386,-260.0548,261,1,3582789
-0.585853,18.5563,424,0.05427289,-259.8594,261,1,3582790
0.652282,18.5563,424,-0.2125786,-259.8594,261,1,3582790
0.14226818,19.0685,425,1.0021126,-256.2518,257,1,3582791
-0.9308388,19.0685,425,0.5921551,-256.2518,257,1,3582791
-0.8678713,15.9441,426,-0.24762678,-257.1433,258,1,3582792
-1.7274083,15.9441,426,-0.79425997,-257.1433,258,1,3582792
1.9665015,23.0235,427,0.82337326,-254.1791,255,1,3582793
-1.6141467,23.0235,427,-1.2695413,-254.1791,255,1,3582793
0.27211237,24.0031,428,-0.12815297,-254.6405,256,1,3582794
0.48509192,25.7495,429,0.41629076,-253.1418,254,1,3582795
2.2187788,25.7495,429,-0.092197,-253.1418,254,1,3582795
0.66911983,28.1583,430,-0.125314,-253.5930,255,1,3582796
0.98893857,28.1583,430,-0.4870469,-253.5930,255,1,3582796
0.48091125,29.8896,431,-0.24232435,-254.4653,256,1,3582797
0.58143616,29.8896,431,0.005714536,-254.4653,256,1,3582797
-0.08353114,29.5889,432,-0.29227006,-255.5175,257,1,3582798
0.5718529,29.5889,432,0.44821584,-255.5175,257,1,3582798
1.7575297,35.9160,433,-0.5437561,-257.4750,260,1,3582799
0.63505435,35.9160,433,-0.74285996,-257.4750,260,1,3582799
-0.04831481,35.7420,434,-1.029788,-261.1823,264,1,3582800
0.53895664,35.7420,434,0.100798726,-261.1823,264,1,3582800
-0.005507231,35.7222,435,-1.0174608,-264.8451,267,1,3582801
-1.1523578,31.5737,436,-2.3205652,-273.1992,275,1,3582802
-0.3232479,31.5737,436,0.44828868,-273.1992,275,1,3582802
0.6822312,34.0298,437,-0.19784117,-273.9114,276,1,3582803
-0.83721626,34.0298,437,-0.80351686,-273.9114,276,1,3582803
0.042553663,34.1829,438,-2.5046191,-282.9280,285,1,3582804
0.067864895,34.1829,438,-0.53512496,-282.9280,285,1,3582804
0.33084846,35.3740,439,-0.3984756,-284.3625,287,1,3582805
-0.9333348,35.3740,439,-1.6972084,-284.3625,287,1,3582805
0.6903701,37.8593,440,-0.6915947,-286.8523,289,1,3582806
-0.14436436,37.8593,440,0.25201362,-286.8523,289,1,3582806
-0.7302109,35.2306,441,0.5163032,-284.9936,287,1,3582807
-0.38394666,35.2306,441,1.4584436,-284.9936,287,1,3582807
-0.3429079,33.9961,442,1.8922161,-278.1816,280,1,3582808
-1.3062521,29.2936,443,1.8950796,-271.3593,273,1,3582809
-0.7376108,29.2936,443,2.2796915,-271.3593,273,1,3582809
-0.36742902,27.9709,444,1.4672073,-266.0774,268,1,3582810
0.66375923,27.9709,444,2.3156612,-266.0774,268,1,3582810
0.9926939,31.5446,445,2.4436073,-257.2804,259,1,3582811
0.12906146,31.5446,445,1.7394463,-257.2804,259,1,3582811
0.42285013,33.0668,446,-0.960956,-260.7398,263,1,3582812
-0.12067938,33.0668,446,0.16444734,-260.7398,263,1,3582812
0.16768193,33.6705,447,1.2503281,-256.2387,258,1,3582813
0.16471934,33.6705,447,0.4355929,-256.2387,258,1,3582813
-1.2583938,29.1403,448,0.1321933,-255.7628,257,1,3582814
0.27982092,29.1403,448,1.7911552,-255.7628,257,1,3582814
0.1980567,29.8533,449,-1.0433539,-259.5188,261,1,3582815
0.16671729,30.4534,450,0.003632948,-259.5058,261,1,3582816
-0.22091222,30.4534,450,-0.35001624,-259.5058,261,1,3582816
-0.8199918,27.5015,451,-0.3138105,-260.6355,262,1,3582817
-0.6134838,27.5015,451,-0.65479505,-260.6355,262,1,3582817
0.90511584,30.7599,452,-0.3209205,-261.7908,264,1,3582818
0.06362772,30.7599,452,-0.9601119,-261.7908,264,1,3582818
-0.12496853,30.3100,453,-1.0168909,-265.4516,267,1,3582819
-0.39288342,30.3100,453,-0.47654462,-265.4516,267,1,3582819
-0.060649633,30.0917,454,-1.4998325,-270.8510,273,1,3582820
2.5313847,30.0917,454,0.8887634,-270.8510,273,1,3582820
3.651003,43.2353,455,0.8636723,-267.7418,271,1,3582821
2.110745,50.8340,456,2.2349956,-259.6958,265,1,3582822
2.5604343,50.8340,456,-0.39632297,-259.6958,265,1,3582822
-1.2136352,46.4649,457,-0.50004417,-261.4959,266,1,3582823
-0.7332752,46.4649,457,-0.26337782,-261.4959,266,1,3582823
0.22534251,47.2761,458,1.570917,-255.8406,260,1,3582824
-1.6827153,47.2761,458,1.4746642,-255.8406,260,1,3582824
-1.473701,41.9708,459,0.11309308,-255.4335,259,1,3582825
-0.7411357,41.9708,459,-0.11082448,-255.4335,259,1,3582825
0.55040026,43.9522,460,-0.701656,-257.9595,262,1,3582826
-0.3632195,43.9522,460,0.48835915,-257.9595,262,1,3582826
0.2000246,44.6723,461,-1.0276068,-261.6589,265,1,3582827
-0.6413746,44.6723,461,-2.9255362,-261.6589,265,1,3582827
-0.5014484,42.8671,462,-2.3408318,-270.0858,273,1,3582828
0.39884973,44.3029,463,-1.4944651,-275.4659,279,1,3582829
-0.9970778,44.3029,463,-0.72921693,-275.4659,279,1,3582829
-0.3731196,42.9597,464,1.194695,-271.1650,275,1,3582830
-0.78345215,42.9597,464,1.0488371,-271.1650,275,1,3582830
0.12386155,43.4056,465,1.1454631,-267.0414,271,1,3582831
0.36111498,43.4056,465,1.014438,-267.0414,271,1,3582831
0.80679584,46.3101,466,0.07024506,-266.7885,271,1,3582832
-0.7967005,46.3101,466,0.488348,-266.7885,271,1,3582832
0.044247866,46.4694,467,0.3769405,-265.4315,269,1,3582833
0.69985056,46.4694,467,1.6684786,-265.4315,269,1,3582833
-0.067103624,46.2278,468,-1.6813908,-271.4845,275,1,3582834
0.2619908,46.2278,468,-1.5478818,-271.4845,275,1,3582834
-0.980422,42.6983,469,-1.4057873,-276.5453,280,1,3582835
1.5314102,48.2114,470,-1.549324,-282.1229,286,1,3582836
1.614692,48.2114,470,-0.07411423,-282.1229,286,1,3582836
3.3294413,60.1973,471,1.1323174,-278.0465,284,1,3582837
2.6598897,60.1973,471,-0.026576161,-278.0465,284,1,3582837
0.72167444,62.7954,472,0.77058506,-275.2724,282,1,3582838
1.5270498,62.7954,472,-0.4497187,-275.2724,282,1,3582838
2.4297712,71.5426,473,1.4491104,-270.0556,279,1,3582839
-0.21671343,71.5426,473,0.40350676,-270.0556,279,1,3582839
-1.4770474,66.2252,474,0.7746627,-267.2669,275,1,3582840
-0.29294896,66.2252,474,-0.68749815,-267.2669,275,1,3582840
-0.56661844,64.1854,475,0.12888461,-266.8029,274,1,3582841
-0.55776954,64.1854,475,0.40598726,-266.8029,274,1,3582841
-0.368582,62.8585,476,0.57388556,-264.7369,272,1,3582842
-0.86192286,59.7555,477,0.52423674,-262.8496,270,1,3582843
-0.21361232,59.7555,477,-0.6766443,-262.8496,270,1,3582843
0.13265371,60.2331,478,-0.12571329,-263.3022,270,1,3582844
-2.7185981,60.2331,478,-0.37651977,-263.3022,270,1,3582844
-2.356641,51.7492,479,-0.6403259,-265.6074,271,1,3582845
-2.035552,51.7492,479,-0.53472507,-265.6074,271,1,3582845
-3.0119095,40.9063,480,-0.44324836,-267.2031,270,1,3582846
-0.9461216,40.9063,480,-0.5573821,-267.2031,270,1,3582846
0.5772822,42.9845,481,-0.3661715,-268.5213,272,1,3582847
-0.02995658,42.9845,481,-0.9623791,-268.5213,272,1,3582847
-0.8593335,39.8909,482,0.26878718,-267.5537,271,1,3582848
0.61726785,42.1131,483,-0.366756,-268.8740,272,1,3582849
-1.6757798,42.1131,483,-0.7941567,-268.8740,272,1,3582849
-0.19557095,41.4090,484,0.7507101,-266.1714,269,1,3582850
2.5860481,41.4090,484,0.123968035,-266.1714,269,1,3582850
0.116692066,41.8291,485,-0.91259235,-269.4567,273,1,3582851
-0.2375791,41.8291,485,-0.21157464,-269.4567,273,1,3582851
1.2511308,46.3332,486,0.9293662,-266.1110,270,1,3582852
0.46938324,46.3332,486,0.10619688,-266.1110,270,1,3582852
0.32049668,47.4870,487,-0.15456404,-266.6675,271,1,3582853
-1.8978025,47.4870,487,-1.395599,-266.6675,271,1,3582853
-2.20782,39.5388,488,-1.0086577,-270.2986,273,1,3582854
-0.933916,39.5388,488,-0.36700815,-270.2986,273,1,3582854
-2.7521358,29.6311,489,-2.012026,-277.5419,279,1,3582855
-2.7583175,19.7012,490,-0.2305252,-278.3718,279,1,3582856
1.3888127,19.7012,490,0.3461228,-278.3718,279,1,3582856
0.7555499,22.4212,491,1.3027406,-273.6819,275,1,3582857
2.5727735,22.4212,491,0.6496758,-273.6819,275,1,3582857
1.9132606,29.3089,492,1.5773495,-268.0035,270,1,3582858
2.255182,29.3089,492,0.8008219,-268.0035,270,1,3582858
1.7591152,35.6417,493,0.64949703,-265.6653,268,1,3582859
1.7146299,35.6417,493,-0.07048404,-265.6653,268,1,3582859
2.7014437,45.3669,494,0.6746115,-263.2367,267,1,3582860
2.7542827,45.3669,494,-0.49862528,-263.2367,267,1,3582860
2.1487806,53.1025,495,-0.24191216,-264.1076,269,1,3582861
1.2379395,53.1025,495,-1.5226916,-264.1076,269,1,3582861
-0.115952134,52.6851,496,-0.727381,-266.7262,272,1,3582862
0.6671703,55.0869,497,-1.003375,-270.3383,276,1,3582863
0.71597457,55.0869,497,-1.4488246,-270.3383,276,1,3582863
0.29375672,56.1445,498,0.24488717,-269.4567,275,1,3582864
1.4106803,56.1445,498,-0.04905939,-269.4567,275,1,3582864
0.82087827,59.0996,499,-1.0969629,-273.4058,280,1,3582865
2.2368212,59.0996,499,-0.32884288,-273.4058,280,1,3582865
0.90882254,62.3714,500,1.2573724,-268.8792,276,1,3582866
1.7647362,62.3714,500,-0.1718016,-268.8792,276,1,3582866
0.9329817,65.7301,501,-0.47921562,-270.6044,278,1,3582867
1.2742314,65.7301,501,0.24052432,-270.6044,278,1,3582867
1.0390389,69.4706,502,0.25513923,-269.6859,278,1,3582868
-0.15988946,69.4706,502,-0.16487893,-269.6859,278,1,3582868
-1.727001,63.2534,503,0.001769871,-269.6795,277,1,3582869
-1.6286794,57.3902,504,0.20493037,-268.9418,275,1,3582870
-1.74348,57.3902,504,-0.4105602,-268.9418,275,1,3582870
-2.2308195,49.3592,505,-1.0377297,-272.6776,277,1,3582871
-2.199397,49.3592,505,-0.3111152,-272.6776,277,1,3582871
-0.72953653,46.7329,506,0.9243355,-269.3500,273,1,3582872
-0.7477169,46.7329,506,0.9032178,-269.3500,273,1,3582872
-0.60673285,44.5487,507,-0.22670078,-270.1661,274,1,3582873
0.759274,44.5487,507,-0.068264365,-270.1661,274,1,3582873
1.4806212,49.8789,508,-0.18274635,-270.8240,275,1,3582874
1.0978867,49.8789,508,-0.3233127,-270.8240,275,1,3582874
